"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,9.55457520329034,0.929,0.029,0,"18","JCHAIN"
0,9.39485238213651,0.256,0,0,"18","BHLHA15"
0,9.36114704973292,0.526,0.015,0,"18","IGHA1"
0,9.288505677624,0.583,0.024,0,"18","IGHG1"
0,9.13875135196013,0.769,0.038,0,"18","IGKC"
0,8.55028121783165,0.314,0.002,0,"18","IGHG4"
0,15.1852644972714,0.704,0,0,"19","LRRC26"
0,14.112927761737,0.324,0,0,"19","CUX2"
0,13.976303276647,0.306,0,0,"19","AC097375.1"
0,13.761893545329,0.796,0,0,"19","SCT"
0,12.2351730179515,0.435,0,0,"19","KCNK17"
0,11.9054714924261,0.417,0,0,"19","KRT5"
0,11.7240845914415,0.648,0,0,"19","PTCRA"
0,11.6496916500262,0.991,0.001,0,"19","LILRA4"
0,11.5479633184443,0.87,0.001,0,"19","CLEC4C"
0,10.8084274311918,0.546,0.001,0,"19","LAMP5"
0,3.61294926092712,0.453,0.066,0,"2","CCR7"
0,2.18631718879335,0.647,0.168,0,"2","GPR183"
0,2.04926042071599,0.916,0.267,0,"2","IL7R"
0,1.51991055322146,0.85,0.364,0,"2","LTB"
0,1.22217948693734,0.994,0.961,0,"2","FTH1"
0,0.789196467914786,1,0.998,0,"2","EEF1A1"
4.19079509580422e-313,0.784448971327516,0.996,0.981,1.02473321682605e-308,"2","TPT1"
8.84053930995127e-305,2.35407234680494,0.358,0.082,2.16168867206928e-300,"2","S1PR1"
1.08525438429429e-277,2.23579750470611,0.288,0.057,2.6536640204764e-273,"2","CD4"
1.74821956144045e-275,1.76720933758233,0.839,0.566,4.27474647163419e-271,"2","ANXA1"
0,4.72377841306111,0.342,0.025,0,"3","CCL20"
0,3.9734103715382,0.383,0.033,0,"3","IL4I1"
0,3.81386954804123,0.447,0.032,0,"3","SLC4A10"
0,3.58790689454132,0.6,0.049,0,"3","TRAV1-2"
0,3.16067704490449,0.582,0.075,0,"3","CCR6"
0,2.69510620740771,0.502,0.128,0,"3","AQP3"
0,2.48269925698688,0.384,0.08,0,"3","FEZ1"
0,2.32288796438189,0.59,0.164,0,"3","NCR3"
0,2.12204728018763,0.648,0.205,0,"3","CEBPD"
0,1.95639299027964,0.882,0.272,0,"3","IL7R"
0,1.58625233606435,0.986,0.769,0,"4","CCL5"
0,1.28339990707634,0.952,0.785,0,"4","PTPRCAP"
2.83805306750413e-307,2.01318539027513,0.608,0.246,6.93960736066111e-303,"4","GIMAP4"
8.5369729210549e-301,1.87140350358972,0.634,0.254,2.08746061865634e-296,"4","CD8B"
1.61177748084326e-285,1.69549793733221,0.693,0.332,3.94111829615794e-281,"4","GIMAP7"
8.10747292461123e-258,1.21098259689037,0.886,0.58,1.98243927952594e-253,"4","CD3D"
1.54834511737884e-249,1.17900712124819,0.899,0.696,3.78601348101475e-245,"4","GZMA"
8.16068146375707e-244,2.38700910986725,0.377,0.106,1.99544983151788e-239,"4","SIT1"
4.12235077269829e-231,1.2482784773104,0.535,0.203,1.00799721094018e-226,"4","HSPA1B"
1.86767204433733e-219,1.23744348292341,0.84,0.653,4.56683168281363e-215,"4","RARRES3"
0,5.68597756044409,0.294,0.007,0,"5","ADGRG3"
0,4.53238651521884,0.482,0.038,0,"5","GRAMD2B"
