"Cluster","Program","Program_Genes_Present","Top50_Genes","Overlap_Genes","Overlap_Count","Program_Genes_Count","Overlap_Fraction"
"5","B_Cell","CD19, MS4A1, CD79A, CD74, HLA-DRA, CD22","ADGRG3, GRAMD2B, B3GNT7, LZTFL1, KRT86, LAT2, SH2D1B, TOX2, KLRC1, NCAM1, IRF8, CLIC3, KLRF1, FCER1G, XCL1, IL2RB, CD38, AREG, CD160, TYROBP, IFITM3, CD7, GSTP1, NCR1, IFITM1, TRDC, IFITM2, CD247, CEBPD, FAM177A1, SYTL3, PIK3R1, SRGN, ZBTB16, IL12RB2, MAP3K8, FASLG, FOSL2, GSN, RBBP8, TNFSF14, TRGC1, CEMIP2, ICAM1, REL, PLCG2, ADGRE5, XCL2, NFKB1, MCTP2","",0,6,0
"5","Plasma_Cell","MZB1, JCHAIN, SDC1, TNFRSF17, DERL3, IGHG1, IGHG3, IGHG4","ADGRG3, GRAMD2B, B3GNT7, LZTFL1, KRT86, LAT2, SH2D1B, TOX2, KLRC1, NCAM1, IRF8, CLIC3, KLRF1, FCER1G, XCL1, IL2RB, CD38, AREG, CD160, TYROBP, IFITM3, CD7, GSTP1, NCR1, IFITM1, TRDC, IFITM2, CD247, CEBPD, FAM177A1, SYTL3, PIK3R1, SRGN, ZBTB16, IL12RB2, MAP3K8, FASLG, FOSL2, GSN, RBBP8, TNFSF14, TRGC1, CEMIP2, ICAM1, REL, PLCG2, ADGRE5, XCL2, NFKB1, MCTP2","",0,8,0
"5","Monocyte_Myeloid","LYZ, S100A8, S100A9, CTSS, FCN1, CTSD, LGALS3, FCGR3A, CD14, TREM1","ADGRG3, GRAMD2B, B3GNT7, LZTFL1, KRT86, LAT2, SH2D1B, TOX2, KLRC1, NCAM1, IRF8, CLIC3, KLRF1, FCER1G, XCL1, IL2RB, CD38, AREG, CD160, TYROBP, IFITM3, CD7, GSTP1, NCR1, IFITM1, TRDC, IFITM2, CD247, CEBPD, FAM177A1, SYTL3, PIK3R1, SRGN, ZBTB16, IL12RB2, MAP3K8, FASLG, FOSL2, GSN, RBBP8, TNFSF14, TRGC1, CEMIP2, ICAM1, REL, PLCG2, ADGRE5, XCL2, NFKB1, MCTP2","",0,10,0
"5","Macrophage","LYZ, C1QA, C1QB, C1QC, APOE, TREM2, CD68, MSR1","ADGRG3, GRAMD2B, B3GNT7, LZTFL1, KRT86, LAT2, SH2D1B, TOX2, KLRC1, NCAM1, IRF8, CLIC3, KLRF1, FCER1G, XCL1, IL2RB, CD38, AREG, CD160, TYROBP, IFITM3, CD7, GSTP1, NCR1, IFITM1, TRDC, IFITM2, CD247, CEBPD, FAM177A1, SYTL3, PIK3R1, SRGN, ZBTB16, IL12RB2, MAP3K8, FASLG, FOSL2, GSN, RBBP8, TNFSF14, TRGC1, CEMIP2, ICAM1, REL, PLCG2, ADGRE5, XCL2, NFKB1, MCTP2","",0,8,0
"5","Dendritic_Cell","FCER1A, CST3, CLEC10A, CD1C, HLA-DRA, FCER1G","ADGRG3, GRAMD2B, B3GNT7, LZTFL1, KRT86, LAT2, SH2D1B, TOX2, KLRC1, NCAM1, IRF8, CLIC3, KLRF1, FCER1G, XCL1, IL2RB, CD38, AREG, CD160, TYROBP, IFITM3, CD7, GSTP1, NCR1, IFITM1, TRDC, IFITM2, CD247, CEBPD, FAM177A1, SYTL3, PIK3R1, SRGN, ZBTB16, IL12RB2, MAP3K8, FASLG, FOSL2, GSN, RBBP8, TNFSF14, TRGC1, CEMIP2, ICAM1, REL, PLCG2, ADGRE5, XCL2, NFKB1, MCTP2","FCER1G",1,6,0.166666666666667
"5","pDC","CLEC4C, IRF7, TCF4, LILRA4, PTCRA","ADGRG3, GRAMD2B, B3GNT7, LZTFL1, KRT86, LAT2, SH2D1B, TOX2, KLRC1, NCAM1, IRF8, CLIC3, KLRF1, FCER1G, XCL1, IL2RB, CD38, AREG, CD160, TYROBP, IFITM3, CD7, GSTP1, NCR1, IFITM1, TRDC, IFITM2, CD247, CEBPD, FAM177A1, SYTL3, PIK3R1, SRGN, ZBTB16, IL12RB2, MAP3K8, FASLG, FOSL2, GSN, RBBP8, TNFSF14, TRGC1, CEMIP2, ICAM1, REL, PLCG2, ADGRE5, XCL2, NFKB1, MCTP2","",0,5,0
"6","T_Cell","CD3D, CD3E, CD3G, TRBC1, TRBC2","CD40LG, LTB, IL7R, TXNIP, CD52, S100A4, GIMAP7, HSPA1B, TMSB10, AQP3, AC243960.1, MYL12A, TRAV1-2, GIMAP4, SIT1, TPT1, FLT3LG, TRAF3IP3, FAU, RACK1, SLAMF1, EEF1B2, LINC00861, GIMAP1, CD3E, CD2, S100A6, HSPA1A, CD3D, TNF, C12orf57, RCSD1, EEF1D, PFDN5, TRAC, EVL, UBA52, LDHB, ACTG1, GPSM3, CKLF, PTPRCAP, SH3BGRL3, COMMD6, SNRPD2, NACA, GMFG, CD48, EEF1G, KLRB1","CD3E, CD3D",2,5,0.4
"6","CD8_T","CD8A, CD8B, CD3D, CD3E, TRBC1, TRBC2","CD40LG, LTB, IL7R, TXNIP, CD52, S100A4, GIMAP7, HSPA1B, TMSB10, AQP3, AC243960.1, MYL12A, TRAV1-2, GIMAP4, SIT1, TPT1, FLT3LG, TRAF3IP3, FAU, RACK1, SLAMF1, EEF1B2, LINC00861, GIMAP1, CD3E, CD2, S100A6, HSPA1A, CD3D, TNF, C12orf57, RCSD1, EEF1D, PFDN5, TRAC, EVL, UBA52, LDHB, ACTG1, GPSM3, CKLF, PTPRCAP, SH3BGRL3, COMMD6, SNRPD2, NACA, GMFG, CD48, EEF1G, KLRB1","CD3E, CD3D",2,6,0.333333333333333
"6","CD4_T","CD4, IL7R, LTB, CCR7, SELL","CD40LG, LTB, IL7R, TXNIP, CD52, S100A4, GIMAP7, HSPA1B, TMSB10, AQP3, AC243960.1, MYL12A, TRAV1-2, GIMAP4, SIT1, TPT1, FLT3LG, TRAF3IP3, FAU, RACK1, SLAMF1, EEF1B2, LINC00861, GIMAP1, CD3E, CD2, S100A6, HSPA1A, CD3D, TNF, C12orf57, RCSD1, EEF1D, PFDN5, TRAC, EVL, UBA52, LDHB, ACTG1, GPSM3, CKLF, PTPRCAP, SH3BGRL3, COMMD6, SNRPD2, NACA, GMFG, CD48, EEF1G, KLRB1","LTB, IL7R",2,5,0.4
"6","Treg","FOXP3, IL7R, CTLA4, IL2RA, TNFRSF18, TNFRSF4, CCR8","CD40LG, LTB, IL7R, TXNIP, CD52, S100A4, GIMAP7, HSPA1B, TMSB10, AQP3, AC243960.1, MYL12A, TRAV1-2, GIMAP4, SIT1, TPT1, FLT3LG, TRAF3IP3, FAU, RACK1, SLAMF1, EEF1B2, LINC00861, GIMAP1, CD3E, CD2, S100A6, HSPA1A, CD3D, TNF, C12orf57, RCSD1, EEF1D, PFDN5, TRAC, EVL, UBA52, LDHB, ACTG1, GPSM3, CKLF, PTPRCAP, SH3BGRL3, COMMD6, SNRPD2, NACA, GMFG, CD48, EEF1G, KLRB1","IL7R",1,7,0.142857142857143
"6","NK","NKG7, GNLY, FCGR3A, KLRD1, XCL1, XCL2","CD40LG, LTB, IL7R, TXNIP, CD52, S100A4, GIMAP7, HSPA1B, TMSB10, AQP3, AC243960.1, MYL12A, TRAV1-2, GIMAP4, SIT1, TPT1, FLT3LG, TRAF3IP3, FAU, RACK1, SLAMF1, EEF1B2, LINC00861, GIMAP1, CD3E, CD2, S100A6, HSPA1A, CD3D, TNF, C12orf57, RCSD1, EEF1D, PFDN5, TRAC, EVL, UBA52, LDHB, ACTG1, GPSM3, CKLF, PTPRCAP, SH3BGRL3, COMMD6, SNRPD2, NACA, GMFG, CD48, EEF1G, KLRB1","",0,6,0
"6","MAIT","TRAV1-2, SLC4A10, KLRB1, IL23R, CCL20, DPP4","CD40LG, LTB, IL7R, TXNIP, CD52, S100A4, GIMAP7, HSPA1B, TMSB10, AQP3, AC243960.1, MYL12A, TRAV1-2, GIMAP4, SIT1, TPT1, FLT3LG, TRAF3IP3, FAU, RACK1, SLAMF1, EEF1B2, LINC00861, GIMAP1, CD3E, CD2, S100A6, HSPA1A, CD3D, TNF, C12orf57, RCSD1, EEF1D, PFDN5, TRAC, EVL, UBA52, LDHB, ACTG1, GPSM3, CKLF, PTPRCAP, SH3BGRL3, COMMD6, SNRPD2, NACA, GMFG, CD48, EEF1G, KLRB1","TRAV1-2, KLRB1",2,6,0.333333333333333
"6","GammaDelta_T","TRDC, TRGC1, TRGC2, CD3D, CD3E","CD40LG, LTB, IL7R, TXNIP, CD52, S100A4, GIMAP7, HSPA1B, TMSB10, AQP3, AC243960.1, MYL12A, TRAV1-2, GIMAP4, SIT1, TPT1, FLT3LG, TRAF3IP3, FAU, RACK1, SLAMF1, EEF1B2, LINC00861, GIMAP1, CD3E, CD2, S100A6, HSPA1A, CD3D, TNF, C12orf57, RCSD1, EEF1D, PFDN5, TRAC, EVL, UBA52, LDHB, ACTG1, GPSM3, CKLF, PTPRCAP, SH3BGRL3, COMMD6, SNRPD2, NACA, GMFG, CD48, EEF1G, KLRB1","CD3E, CD3D",2,5,0.4
"6","B_Cell","CD19, MS4A1, CD79A, CD74, HLA-DRA, CD22","CD40LG, LTB, IL7R, TXNIP, CD52, S100A4, GIMAP7, HSPA1B, TMSB10, AQP3, AC243960.1, MYL12A, TRAV1-2, GIMAP4, SIT1, TPT1, FLT3LG, TRAF3IP3, FAU, RACK1, SLAMF1, EEF1B2, LINC00861, GIMAP1, CD3E, CD2, S100A6, HSPA1A, CD3D, TNF, C12orf57, RCSD1, EEF1D, PFDN5, TRAC, EVL, UBA52, LDHB, ACTG1, GPSM3, CKLF, PTPRCAP, SH3BGRL3, COMMD6, SNRPD2, NACA, GMFG, CD48, EEF1G, KLRB1","",0,6,0
"6","Plasma_Cell","MZB1, JCHAIN, SDC1, TNFRSF17, DERL3, IGHG1, IGHG3, IGHG4","CD40LG, LTB, IL7R, TXNIP, CD52, S100A4, GIMAP7, HSPA1B, TMSB10, AQP3, AC243960.1, MYL12A, TRAV1-2, GIMAP4, SIT1, TPT1, FLT3LG, TRAF3IP3, FAU, RACK1, SLAMF1, EEF1B2, LINC00861, GIMAP1, CD3E, CD2, S100A6, HSPA1A, CD3D, TNF, C12orf57, RCSD1, EEF1D, PFDN5, TRAC, EVL, UBA52, LDHB, ACTG1, GPSM3, CKLF, PTPRCAP, SH3BGRL3, COMMD6, SNRPD2, NACA, GMFG, CD48, EEF1G, KLRB1","",0,8,0
"6","Monocyte_Myeloid","LYZ, S100A8, S100A9, CTSS, FCN1, CTSD, LGALS3, FCGR3A, CD14, TREM1","CD40LG, LTB, IL7R, TXNIP, CD52, S100A4, GIMAP7, HSPA1B, TMSB10, AQP3, AC243960.1, MYL12A, TRAV1-2, GIMAP4, SIT1, TPT1, FLT3LG, TRAF3IP3, FAU, RACK1, SLAMF1, EEF1B2, LINC00861, GIMAP1, CD3E, CD2, S100A6, HSPA1A, CD3D, TNF, C12orf57, RCSD1, EEF1D, PFDN5, TRAC, EVL, UBA52, LDHB, ACTG1, GPSM3, CKLF, PTPRCAP, SH3BGRL3, COMMD6, SNRPD2, NACA, GMFG, CD48, EEF1G, KLRB1","",0,10,0
"6","Macrophage","LYZ, C1QA, C1QB, C1QC, APOE, TREM2, CD68, MSR1","CD40LG, LTB, IL7R, TXNIP, CD52, S100A4, GIMAP7, HSPA1B, TMSB10, AQP3, AC243960.1, MYL12A, TRAV1-2, GIMAP4, SIT1, TPT1, FLT3LG, TRAF3IP3, FAU, RACK1, SLAMF1, EEF1B2, LINC00861, GIMAP1, CD3E, CD2, S100A6, HSPA1A, CD3D, TNF, C12orf57, RCSD1, EEF1D, PFDN5, TRAC, EVL, UBA52, LDHB, ACTG1, GPSM3, CKLF, PTPRCAP, SH3BGRL3, COMMD6, SNRPD2, NACA, GMFG, CD48, EEF1G, KLRB1","",0,8,0
"6","Dendritic_Cell","FCER1A, CST3, CLEC10A, CD1C, HLA-DRA, FCER1G","CD40LG, LTB, IL7R, TXNIP, CD52, S100A4, GIMAP7, HSPA1B, TMSB10, AQP3, AC243960.1, MYL12A, TRAV1-2, GIMAP4, SIT1, TPT1, FLT3LG, TRAF3IP3, FAU, RACK1, SLAMF1, EEF1B2, LINC00861, GIMAP1, CD3E, CD2, S100A6, HSPA1A, CD3D, TNF, C12orf57, RCSD1, EEF1D, PFDN5, TRAC, EVL, UBA52, LDHB, ACTG1, GPSM3, CKLF, PTPRCAP, SH3BGRL3, COMMD6, SNRPD2, NACA, GMFG, CD48, EEF1G, KLRB1","",0,6,0
"6","pDC","CLEC4C, IRF7, TCF4, LILRA4, PTCRA","CD40LG, LTB, IL7R, TXNIP, CD52, S100A4, GIMAP7, HSPA1B, TMSB10, AQP3, AC243960.1, MYL12A, TRAV1-2, GIMAP4, SIT1, TPT1, FLT3LG, TRAF3IP3, FAU, RACK1, SLAMF1, EEF1B2, LINC00861, GIMAP1, CD3E, CD2, S100A6, HSPA1A, CD3D, TNF, C12orf57, RCSD1, EEF1D, PFDN5, TRAC, EVL, UBA52, LDHB, ACTG1, GPSM3, CKLF, PTPRCAP, SH3BGRL3, COMMD6, SNRPD2, NACA, GMFG, CD48, EEF1G, KLRB1","",0,5,0
"7","T_Cell","CD3D, CD3E, CD3G, TRBC1, TRBC2","PTPRC, CEMIP2, RNF19A, VCAM1, MALAT1, PTPN22, TNFRSF9, DUSP4, PDCD1, GGA2, SLC38A1, CD8A, PPP1R16B, DTHD1, SYTL3, ATP8A1, RNF125, ITGA4, TNFAIP3, ZBTB1, STK17B, TNFRSF1B, LCP1, EML4, AC016831.7, TENT5C, SARAF, RANBP2, NR4A3, EZR, PIK3R1, CLEC2D, ITM2A, RFTN1, HSPA5, SMARCA5, FYN, CXCR4, ASXL2, CBLB, B4GALT1, SLA, SRSF7, LYST, ARAP2, PLEKHA2, SRRT, GSPT1, RNF213, KIAA1551","",0,5,0
"7","CD8_T","CD8A, CD8B, CD3D, CD3E, TRBC1, TRBC2","PTPRC, CEMIP2, RNF19A, VCAM1, MALAT1, PTPN22, TNFRSF9, DUSP4, PDCD1, GGA2, SLC38A1, CD8A, PPP1R16B, DTHD1, SYTL3, ATP8A1, RNF125, ITGA4, TNFAIP3, ZBTB1, STK17B, TNFRSF1B, LCP1, EML4, AC016831.7, TENT5C, SARAF, RANBP2, NR4A3, EZR, PIK3R1, CLEC2D, ITM2A, RFTN1, HSPA5, SMARCA5, FYN, CXCR4, ASXL2, CBLB, B4GALT1, SLA, SRSF7, LYST, ARAP2, PLEKHA2, SRRT, GSPT1, RNF213, KIAA1551","CD8A",1,6,0.166666666666667
"7","CD4_T","CD4, IL7R, LTB, CCR7, SELL","PTPRC, CEMIP2, RNF19A, VCAM1, MALAT1, PTPN22, TNFRSF9, DUSP4, PDCD1, GGA2, SLC38A1, CD8A, PPP1R16B, DTHD1, SYTL3, ATP8A1, RNF125, ITGA4, TNFAIP3, ZBTB1, STK17B, TNFRSF1B, LCP1, EML4, AC016831.7, TENT5C, SARAF, RANBP2, NR4A3, EZR, PIK3R1, CLEC2D, ITM2A, RFTN1, HSPA5, SMARCA5, FYN, CXCR4, ASXL2, CBLB, B4GALT1, SLA, SRSF7, LYST, ARAP2, PLEKHA2, SRRT, GSPT1, RNF213, KIAA1551","",0,5,0
"7","Treg","FOXP3, IL7R, CTLA4, IL2RA, TNFRSF18, TNFRSF4, CCR8","PTPRC, CEMIP2, RNF19A, VCAM1, MALAT1, PTPN22, TNFRSF9, DUSP4, PDCD1, GGA2, SLC38A1, CD8A, PPP1R16B, DTHD1, SYTL3, ATP8A1, RNF125, ITGA4, TNFAIP3, ZBTB1, STK17B, TNFRSF1B, LCP1, EML4, AC016831.7, TENT5C, SARAF, RANBP2, NR4A3, EZR, PIK3R1, CLEC2D, ITM2A, RFTN1, HSPA5, SMARCA5, FYN, CXCR4, ASXL2, CBLB, B4GALT1, SLA, SRSF7, LYST, ARAP2, PLEKHA2, SRRT, GSPT1, RNF213, KIAA1551","",0,7,0
"7","NK","NKG7, GNLY, FCGR3A, KLRD1, XCL1, XCL2","PTPRC, CEMIP2, RNF19A, VCAM1, MALAT1, PTPN22, TNFRSF9, DUSP4, PDCD1, GGA2, SLC38A1, CD8A, PPP1R16B, DTHD1, SYTL3, ATP8A1, RNF125, ITGA4, TNFAIP3, ZBTB1, STK17B, TNFRSF1B, LCP1, EML4, AC016831.7, TENT5C, SARAF, RANBP2, NR4A3, EZR, PIK3R1, CLEC2D, ITM2A, RFTN1, HSPA5, SMARCA5, FYN, CXCR4, ASXL2, CBLB, B4GALT1, SLA, SRSF7, LYST, ARAP2, PLEKHA2, SRRT, GSPT1, RNF213, KIAA1551","",0,6,0
"7","MAIT","TRAV1-2, SLC4A10, KLRB1, IL23R, CCL20, DPP4","PTPRC, CEMIP2, RNF19A, VCAM1, MALAT1, PTPN22, TNFRSF9, DUSP4, PDCD1, GGA2, SLC38A1, CD8A, PPP1R16B, DTHD1, SYTL3, ATP8A1, RNF125, ITGA4, TNFAIP3, ZBTB1, STK17B, TNFRSF1B, LCP1, EML4, AC016831.7, TENT5C, SARAF, RANBP2, NR4A3, EZR, PIK3R1, CLEC2D, ITM2A, RFTN1, HSPA5, SMARCA5, FYN, CXCR4, ASXL2, CBLB, B4GALT1, SLA, SRSF7, LYST, ARAP2, PLEKHA2, SRRT, GSPT1, RNF213, KIAA1551","",0,6,0
"7","GammaDelta_T","TRDC, TRGC1, TRGC2, CD3D, CD3E","PTPRC, CEMIP2, RNF19A, VCAM1, MALAT1, PTPN22, TNFRSF9, DUSP4, PDCD1, GGA2, SLC38A1, CD8A, PPP1R16B, DTHD1, SYTL3, ATP8A1, RNF125, ITGA4, TNFAIP3, ZBTB1, STK17B, TNFRSF1B, LCP1, EML4, AC016831.7, TENT5C, SARAF, RANBP2, NR4A3, EZR, PIK3R1, CLEC2D, ITM2A, RFTN1, HSPA5, SMARCA5, FYN, CXCR4, ASXL2, CBLB, B4GALT1, SLA, SRSF7, LYST, ARAP2, PLEKHA2, SRRT, GSPT1, RNF213, KIAA1551","",0,5,0
"7","B_Cell","CD19, MS4A1, CD79A, CD74, HLA-DRA, CD22","PTPRC, CEMIP2, RNF19A, VCAM1, MALAT1, PTPN22, TNFRSF9, DUSP4, PDCD1, GGA2, SLC38A1, CD8A, PPP1R16B, DTHD1, SYTL3, ATP8A1, RNF125, ITGA4, TNFAIP3, ZBTB1, STK17B, TNFRSF1B, LCP1, EML4, AC016831.7, TENT5C, SARAF, RANBP2, NR4A3, EZR, PIK3R1, CLEC2D, ITM2A, RFTN1, HSPA5, SMARCA5, FYN, CXCR4, ASXL2, CBLB, B4GALT1, SLA, SRSF7, LYST, ARAP2, PLEKHA2, SRRT, GSPT1, RNF213, KIAA1551","",0,6,0
"7","Plasma_Cell","MZB1, JCHAIN, SDC1, TNFRSF17, DERL3, IGHG1, IGHG3, IGHG4","PTPRC, CEMIP2, RNF19A, VCAM1, MALAT1, PTPN22, TNFRSF9, DUSP4, PDCD1, GGA2, SLC38A1, CD8A, PPP1R16B, DTHD1, SYTL3, ATP8A1, RNF125, ITGA4, TNFAIP3, ZBTB1, STK17B, TNFRSF1B, LCP1, EML4, AC016831.7, TENT5C, SARAF, RANBP2, NR4A3, EZR, PIK3R1, CLEC2D, ITM2A, RFTN1, HSPA5, SMARCA5, FYN, CXCR4, ASXL2, CBLB, B4GALT1, SLA, SRSF7, LYST, ARAP2, PLEKHA2, SRRT, GSPT1, RNF213, KIAA1551","",0,8,0
"7","Monocyte_Myeloid","LYZ, S100A8, S100A9, CTSS, FCN1, CTSD, LGALS3, FCGR3A, CD14, TREM1","PTPRC, CEMIP2, RNF19A, VCAM1, MALAT1, PTPN22, TNFRSF9, DUSP4, PDCD1, GGA2, SLC38A1, CD8A, PPP1R16B, DTHD1, SYTL3, ATP8A1, RNF125, ITGA4, TNFAIP3, ZBTB1, STK17B, TNFRSF1B, LCP1, EML4, AC016831.7, TENT5C, SARAF, RANBP2, NR4A3, EZR, PIK3R1, CLEC2D, ITM2A, RFTN1, HSPA5, SMARCA5, FYN, CXCR4, ASXL2, CBLB, B4GALT1, SLA, SRSF7, LYST, ARAP2, PLEKHA2, SRRT, GSPT1, RNF213, KIAA1551","",0,10,0
"7","Macrophage","LYZ, C1QA, C1QB, C1QC, APOE, TREM2, CD68, MSR1","PTPRC, CEMIP2, RNF19A, VCAM1, MALAT1, PTPN22, TNFRSF9, DUSP4, PDCD1, GGA2, SLC38A1, CD8A, PPP1R16B, DTHD1, SYTL3, ATP8A1, RNF125, ITGA4, TNFAIP3, ZBTB1, STK17B, TNFRSF1B, LCP1, EML4, AC016831.7, TENT5C, SARAF, RANBP2, NR4A3, EZR, PIK3R1, CLEC2D, ITM2A, RFTN1, HSPA5, SMARCA5, FYN, CXCR4, ASXL2, CBLB, B4GALT1, SLA, SRSF7, LYST, ARAP2, PLEKHA2, SRRT, GSPT1, RNF213, KIAA1551","",0,8,0
"7","Dendritic_Cell","FCER1A, CST3, CLEC10A, CD1C, HLA-DRA, FCER1G","PTPRC, CEMIP2, RNF19A, VCAM1, MALAT1, PTPN22, TNFRSF9, DUSP4, PDCD1, GGA2, SLC38A1, CD8A, PPP1R16B, DTHD1, SYTL3, ATP8A1, RNF125, ITGA4, TNFAIP3, ZBTB1, STK17B, TNFRSF1B, LCP1, EML4, AC016831.7, TENT5C, SARAF, RANBP2, NR4A3, EZR, PIK3R1, CLEC2D, ITM2A, RFTN1, HSPA5, SMARCA5, FYN, CXCR4, ASXL2, CBLB, B4GALT1, SLA, SRSF7, LYST, ARAP2, PLEKHA2, SRRT, GSPT1, RNF213, KIAA1551","",0,6,0
"7","pDC","CLEC4C, IRF7, TCF4, LILRA4, PTCRA","PTPRC, CEMIP2, RNF19A, VCAM1, MALAT1, PTPN22, TNFRSF9, DUSP4, PDCD1, GGA2, SLC38A1, CD8A, PPP1R16B, DTHD1, SYTL3, ATP8A1, RNF125, ITGA4, TNFAIP3, ZBTB1, STK17B, TNFRSF1B, LCP1, EML4, AC016831.7, TENT5C, SARAF, RANBP2, NR4A3, EZR, PIK3R1, CLEC2D, ITM2A, RFTN1, HSPA5, SMARCA5, FYN, CXCR4, ASXL2, CBLB, B4GALT1, SLA, SRSF7, LYST, ARAP2, PLEKHA2, SRRT, GSPT1, RNF213, KIAA1551","",0,5,0
"8","T_Cell","CD3D, CD3E, CD3G, TRBC1, TRBC2","DUSP2, CD8A, CCL5, RGS1, CREM, SARAF, BTG1, CXCR4, ZFP36L2, TUBA4A, COTL1, LEPROTL1, IL32, CST7, CD8B, PDCD1, HLA-A, TENT5C, CD3D, ARHGDIB, ZFP36, NR4A2, SELENOK, GZMK, PIK3R1, FYN, CALM1, CD3E, RARRES3, ITM2A, SRRT, HLA-DQA1, SH2D2A, FABP5, SRSF7, YPEL5, JPT1, CCT5, YWHAB, PPP6C, SCAMP2, NONO, NR1H2, MRPL54, SNRPN, PRDX6, SF3B4, TOMM22, GAPDH, NUDC","CD3D, CD3E",2,5,0.4
"8","CD8_T","CD8A, CD8B, CD3D, CD3E, TRBC1, TRBC2","DUSP2, CD8A, CCL5, RGS1, CREM, SARAF, BTG1, CXCR4, ZFP36L2, TUBA4A, COTL1, LEPROTL1, IL32, CST7, CD8B, PDCD1, HLA-A, TENT5C, CD3D, ARHGDIB, ZFP36, NR4A2, SELENOK, GZMK, PIK3R1, FYN, CALM1, CD3E, RARRES3, ITM2A, SRRT, HLA-DQA1, SH2D2A, FABP5, SRSF7, YPEL5, JPT1, CCT5, YWHAB, PPP6C, SCAMP2, NONO, NR1H2, MRPL54, SNRPN, PRDX6, SF3B4, TOMM22, GAPDH, NUDC","CD8A, CD8B, CD3D, CD3E",4,6,0.666666666666667
"8","CD4_T","CD4, IL7R, LTB, CCR7, SELL","DUSP2, CD8A, CCL5, RGS1, CREM, SARAF, BTG1, CXCR4, ZFP36L2, TUBA4A, COTL1, LEPROTL1, IL32, CST7, CD8B, PDCD1, HLA-A, TENT5C, CD3D, ARHGDIB, ZFP36, NR4A2, SELENOK, GZMK, PIK3R1, FYN, CALM1, CD3E, RARRES3, ITM2A, SRRT, HLA-DQA1, SH2D2A, FABP5, SRSF7, YPEL5, JPT1, CCT5, YWHAB, PPP6C, SCAMP2, NONO, NR1H2, MRPL54, SNRPN, PRDX6, SF3B4, TOMM22, GAPDH, NUDC","",0,5,0
"8","Treg","FOXP3, IL7R, CTLA4, IL2RA, TNFRSF18, TNFRSF4, CCR8","DUSP2, CD8A, CCL5, RGS1, CREM, SARAF, BTG1, CXCR4, ZFP36L2, TUBA4A, COTL1, LEPROTL1, IL32, CST7, CD8B, PDCD1, HLA-A, TENT5C, CD3D, ARHGDIB, ZFP36, NR4A2, SELENOK, GZMK, PIK3R1, FYN, CALM1, CD3E, RARRES3, ITM2A, SRRT, HLA-DQA1, SH2D2A, FABP5, SRSF7, YPEL5, JPT1, CCT5, YWHAB, PPP6C, SCAMP2, NONO, NR1H2, MRPL54, SNRPN, PRDX6, SF3B4, TOMM22, GAPDH, NUDC","",0,7,0
"8","NK","NKG7, GNLY, FCGR3A, KLRD1, XCL1, XCL2","DUSP2, CD8A, CCL5, RGS1, CREM, SARAF, BTG1, CXCR4, ZFP36L2, TUBA4A, COTL1, LEPROTL1, IL32, CST7, CD8B, PDCD1, HLA-A, TENT5C, CD3D, ARHGDIB, ZFP36, NR4A2, SELENOK, GZMK, PIK3R1, FYN, CALM1, CD3E, RARRES3, ITM2A, SRRT, HLA-DQA1, SH2D2A, FABP5, SRSF7, YPEL5, JPT1, CCT5, YWHAB, PPP6C, SCAMP2, NONO, NR1H2, MRPL54, SNRPN, PRDX6, SF3B4, TOMM22, GAPDH, NUDC","",0,6,0
"8","MAIT","TRAV1-2, SLC4A10, KLRB1, IL23R, CCL20, DPP4","DUSP2, CD8A, CCL5, RGS1, CREM, SARAF, BTG1, CXCR4, ZFP36L2, TUBA4A, COTL1, LEPROTL1, IL32, CST7, CD8B, PDCD1, HLA-A, TENT5C, CD3D, ARHGDIB, ZFP36, NR4A2, SELENOK, GZMK, PIK3R1, FYN, CALM1, CD3E, RARRES3, ITM2A, SRRT, HLA-DQA1, SH2D2A, FABP5, SRSF7, YPEL5, JPT1, CCT5, YWHAB, PPP6C, SCAMP2, NONO, NR1H2, MRPL54, SNRPN, PRDX6, SF3B4, TOMM22, GAPDH, NUDC","",0,6,0
"8","GammaDelta_T","TRDC, TRGC1, TRGC2, CD3D, CD3E","DUSP2, CD8A, CCL5, RGS1, CREM, SARAF, BTG1, CXCR4, ZFP36L2, TUBA4A, COTL1, LEPROTL1, IL32, CST7, CD8B, PDCD1, HLA-A, TENT5C, CD3D, ARHGDIB, ZFP36, NR4A2, SELENOK, GZMK, PIK3R1, FYN, CALM1, CD3E, RARRES3, ITM2A, SRRT, HLA-DQA1, SH2D2A, FABP5, SRSF7, YPEL5, JPT1, CCT5, YWHAB, PPP6C, SCAMP2, NONO, NR1H2, MRPL54, SNRPN, PRDX6, SF3B4, TOMM22, GAPDH, NUDC","CD3D, CD3E",2,5,0.4
"8","B_Cell","CD19, MS4A1, CD79A, CD74, HLA-DRA, CD22","DUSP2, CD8A, CCL5, RGS1, CREM, SARAF, BTG1, CXCR4, ZFP36L2, TUBA4A, COTL1, LEPROTL1, IL32, CST7, CD8B, PDCD1, HLA-A, TENT5C, CD3D, ARHGDIB, ZFP36, NR4A2, SELENOK, GZMK, PIK3R1, FYN, CALM1, CD3E, RARRES3, ITM2A, SRRT, HLA-DQA1, SH2D2A, FABP5, SRSF7, YPEL5, JPT1, CCT5, YWHAB, PPP6C, SCAMP2, NONO, NR1H2, MRPL54, SNRPN, PRDX6, SF3B4, TOMM22, GAPDH, NUDC","",0,6,0
