"Cluster","Program","Program_Genes_Present","Top50_Genes","Overlap_Genes","Overlap_Count","Program_Genes_Count","Overlap_Fraction"
"14","NK","NKG7, GNLY, FCGR3A, KLRD1, XCL1, XCL2","IGKV1-9, IGHG1, IGLV1-40, TYMS, KLRF1, GZMB, FCGR3A, GNLY, TRDC, FCER1G, CD38, TYROBP, PRF1, TRGC1, SH2D1B, KIR2DL4, NKG7, FGFBP2, TXK, SPON2, SLC15A4, HAVCR2, EFHD2, CD247, GSTP1, IFITM2, IFITM1, IFITM3, KLRD1, KLRC1, LAT2, RBBP8, IL2RB, MCM7, GZMA, CCL4, STARD3NL, CLIC3, PFN1, S1PR5, HSH2D, BHLHE40, OTULIN, PRR7, UBE2F, GNG2, PLAC8, IRF8, KLRC3, PPIF","FCGR3A, GNLY, NKG7, KLRD1",4,6,0.666666666666667
"14","MAIT","TRAV1-2, SLC4A10, KLRB1, IL23R, CCL20, DPP4","IGKV1-9, IGHG1, IGLV1-40, TYMS, KLRF1, GZMB, FCGR3A, GNLY, TRDC, FCER1G, CD38, TYROBP, PRF1, TRGC1, SH2D1B, KIR2DL4, NKG7, FGFBP2, TXK, SPON2, SLC15A4, HAVCR2, EFHD2, CD247, GSTP1, IFITM2, IFITM1, IFITM3, KLRD1, KLRC1, LAT2, RBBP8, IL2RB, MCM7, GZMA, CCL4, STARD3NL, CLIC3, PFN1, S1PR5, HSH2D, BHLHE40, OTULIN, PRR7, UBE2F, GNG2, PLAC8, IRF8, KLRC3, PPIF","",0,6,0
"14","GammaDelta_T","TRDC, TRGC1, TRGC2, CD3D, CD3E","IGKV1-9, IGHG1, IGLV1-40, TYMS, KLRF1, GZMB, FCGR3A, GNLY, TRDC, FCER1G, CD38, TYROBP, PRF1, TRGC1, SH2D1B, KIR2DL4, NKG7, FGFBP2, TXK, SPON2, SLC15A4, HAVCR2, EFHD2, CD247, GSTP1, IFITM2, IFITM1, IFITM3, KLRD1, KLRC1, LAT2, RBBP8, IL2RB, MCM7, GZMA, CCL4, STARD3NL, CLIC3, PFN1, S1PR5, HSH2D, BHLHE40, OTULIN, PRR7, UBE2F, GNG2, PLAC8, IRF8, KLRC3, PPIF","TRDC, TRGC1",2,5,0.4
"14","B_Cell","CD19, MS4A1, CD79A, CD74, HLA-DRA, CD22","IGKV1-9, IGHG1, IGLV1-40, TYMS, KLRF1, GZMB, FCGR3A, GNLY, TRDC, FCER1G, CD38, TYROBP, PRF1, TRGC1, SH2D1B, KIR2DL4, NKG7, FGFBP2, TXK, SPON2, SLC15A4, HAVCR2, EFHD2, CD247, GSTP1, IFITM2, IFITM1, IFITM3, KLRD1, KLRC1, LAT2, RBBP8, IL2RB, MCM7, GZMA, CCL4, STARD3NL, CLIC3, PFN1, S1PR5, HSH2D, BHLHE40, OTULIN, PRR7, UBE2F, GNG2, PLAC8, IRF8, KLRC3, PPIF","",0,6,0
"14","Plasma_Cell","MZB1, JCHAIN, SDC1, TNFRSF17, DERL3, IGHG1, IGHG3, IGHG4","IGKV1-9, IGHG1, IGLV1-40, TYMS, KLRF1, GZMB, FCGR3A, GNLY, TRDC, FCER1G, CD38, TYROBP, PRF1, TRGC1, SH2D1B, KIR2DL4, NKG7, FGFBP2, TXK, SPON2, SLC15A4, HAVCR2, EFHD2, CD247, GSTP1, IFITM2, IFITM1, IFITM3, KLRD1, KLRC1, LAT2, RBBP8, IL2RB, MCM7, GZMA, CCL4, STARD3NL, CLIC3, PFN1, S1PR5, HSH2D, BHLHE40, OTULIN, PRR7, UBE2F, GNG2, PLAC8, IRF8, KLRC3, PPIF","IGHG1",1,8,0.125
"14","Monocyte_Myeloid","LYZ, S100A8, S100A9, CTSS, FCN1, CTSD, LGALS3, FCGR3A, CD14, TREM1","IGKV1-9, IGHG1, IGLV1-40, TYMS, KLRF1, GZMB, FCGR3A, GNLY, TRDC, FCER1G, CD38, TYROBP, PRF1, TRGC1, SH2D1B, KIR2DL4, NKG7, FGFBP2, TXK, SPON2, SLC15A4, HAVCR2, EFHD2, CD247, GSTP1, IFITM2, IFITM1, IFITM3, KLRD1, KLRC1, LAT2, RBBP8, IL2RB, MCM7, GZMA, CCL4, STARD3NL, CLIC3, PFN1, S1PR5, HSH2D, BHLHE40, OTULIN, PRR7, UBE2F, GNG2, PLAC8, IRF8, KLRC3, PPIF","FCGR3A",1,10,0.1
"14","Macrophage","LYZ, C1QA, C1QB, C1QC, APOE, TREM2, CD68, MSR1","IGKV1-9, IGHG1, IGLV1-40, TYMS, KLRF1, GZMB, FCGR3A, GNLY, TRDC, FCER1G, CD38, TYROBP, PRF1, TRGC1, SH2D1B, KIR2DL4, NKG7, FGFBP2, TXK, SPON2, SLC15A4, HAVCR2, EFHD2, CD247, GSTP1, IFITM2, IFITM1, IFITM3, KLRD1, KLRC1, LAT2, RBBP8, IL2RB, MCM7, GZMA, CCL4, STARD3NL, CLIC3, PFN1, S1PR5, HSH2D, BHLHE40, OTULIN, PRR7, UBE2F, GNG2, PLAC8, IRF8, KLRC3, PPIF","",0,8,0
"14","Dendritic_Cell","FCER1A, CST3, CLEC10A, CD1C, HLA-DRA, FCER1G","IGKV1-9, IGHG1, IGLV1-40, TYMS, KLRF1, GZMB, FCGR3A, GNLY, TRDC, FCER1G, CD38, TYROBP, PRF1, TRGC1, SH2D1B, KIR2DL4, NKG7, FGFBP2, TXK, SPON2, SLC15A4, HAVCR2, EFHD2, CD247, GSTP1, IFITM2, IFITM1, IFITM3, KLRD1, KLRC1, LAT2, RBBP8, IL2RB, MCM7, GZMA, CCL4, STARD3NL, CLIC3, PFN1, S1PR5, HSH2D, BHLHE40, OTULIN, PRR7, UBE2F, GNG2, PLAC8, IRF8, KLRC3, PPIF","FCER1G",1,6,0.166666666666667
"14","pDC","CLEC4C, IRF7, TCF4, LILRA4, PTCRA","IGKV1-9, IGHG1, IGLV1-40, TYMS, KLRF1, GZMB, FCGR3A, GNLY, TRDC, FCER1G, CD38, TYROBP, PRF1, TRGC1, SH2D1B, KIR2DL4, NKG7, FGFBP2, TXK, SPON2, SLC15A4, HAVCR2, EFHD2, CD247, GSTP1, IFITM2, IFITM1, IFITM3, KLRD1, KLRC1, LAT2, RBBP8, IL2RB, MCM7, GZMA, CCL4, STARD3NL, CLIC3, PFN1, S1PR5, HSH2D, BHLHE40, OTULIN, PRR7, UBE2F, GNG2, PLAC8, IRF8, KLRC3, PPIF","",0,5,0
"15","T_Cell","CD3D, CD3E, CD3G, TRBC1, TRBC2","TNFAIP6, AQP9, EREG, C5AR1, G0S2, APOBEC3A, LIPN, IL1B, IL1RN, FCAR, CXCL3, CDC42EP2, CXCL2, FPR2, TREM1, MAFB, PAPSS2, CD300E, CXCL8, OLR1, LILRA5, ANPEP, CTSL, RETN, TNFAIP2, LILRB2, FPR1, ADGRE2, SLC11A1, LINC00877, AC005280.2, SMIM25, MS4A7, SERPINA1, NFAM1, EPB41L3, AC090559.1, CLEC4E, PILRA, LILRA1, TIMP1, DMXL2, LILRA2, CSF1R, HK3, IRAK3, S100A9, VCAN, CFP, MYOF","",0,5,0
"15","CD8_T","CD8A, CD8B, CD3D, CD3E, TRBC1, TRBC2","TNFAIP6, AQP9, EREG, C5AR1, G0S2, APOBEC3A, LIPN, IL1B, IL1RN, FCAR, CXCL3, CDC42EP2, CXCL2, FPR2, TREM1, MAFB, PAPSS2, CD300E, CXCL8, OLR1, LILRA5, ANPEP, CTSL, RETN, TNFAIP2, LILRB2, FPR1, ADGRE2, SLC11A1, LINC00877, AC005280.2, SMIM25, MS4A7, SERPINA1, NFAM1, EPB41L3, AC090559.1, CLEC4E, PILRA, LILRA1, TIMP1, DMXL2, LILRA2, CSF1R, HK3, IRAK3, S100A9, VCAN, CFP, MYOF","",0,6,0
"15","CD4_T","CD4, IL7R, LTB, CCR7, SELL","TNFAIP6, AQP9, EREG, C5AR1, G0S2, APOBEC3A, LIPN, IL1B, IL1RN, FCAR, CXCL3, CDC42EP2, CXCL2, FPR2, TREM1, MAFB, PAPSS2, CD300E, CXCL8, OLR1, LILRA5, ANPEP, CTSL, RETN, TNFAIP2, LILRB2, FPR1, ADGRE2, SLC11A1, LINC00877, AC005280.2, SMIM25, MS4A7, SERPINA1, NFAM1, EPB41L3, AC090559.1, CLEC4E, PILRA, LILRA1, TIMP1, DMXL2, LILRA2, CSF1R, HK3, IRAK3, S100A9, VCAN, CFP, MYOF","",0,5,0
"15","Treg","FOXP3, IL7R, CTLA4, IL2RA, TNFRSF18, TNFRSF4, CCR8","TNFAIP6, AQP9, EREG, C5AR1, G0S2, APOBEC3A, LIPN, IL1B, IL1RN, FCAR, CXCL3, CDC42EP2, CXCL2, FPR2, TREM1, MAFB, PAPSS2, CD300E, CXCL8, OLR1, LILRA5, ANPEP, CTSL, RETN, TNFAIP2, LILRB2, FPR1, ADGRE2, SLC11A1, LINC00877, AC005280.2, SMIM25, MS4A7, SERPINA1, NFAM1, EPB41L3, AC090559.1, CLEC4E, PILRA, LILRA1, TIMP1, DMXL2, LILRA2, CSF1R, HK3, IRAK3, S100A9, VCAN, CFP, MYOF","",0,7,0
"15","NK","NKG7, GNLY, FCGR3A, KLRD1, XCL1, XCL2","TNFAIP6, AQP9, EREG, C5AR1, G0S2, APOBEC3A, LIPN, IL1B, IL1RN, FCAR, CXCL3, CDC42EP2, CXCL2, FPR2, TREM1, MAFB, PAPSS2, CD300E, CXCL8, OLR1, LILRA5, ANPEP, CTSL, RETN, TNFAIP2, LILRB2, FPR1, ADGRE2, SLC11A1, LINC00877, AC005280.2, SMIM25, MS4A7, SERPINA1, NFAM1, EPB41L3, AC090559.1, CLEC4E, PILRA, LILRA1, TIMP1, DMXL2, LILRA2, CSF1R, HK3, IRAK3, S100A9, VCAN, CFP, MYOF","",0,6,0
"15","MAIT","TRAV1-2, SLC4A10, KLRB1, IL23R, CCL20, DPP4","TNFAIP6, AQP9, EREG, C5AR1, G0S2, APOBEC3A, LIPN, IL1B, IL1RN, FCAR, CXCL3, CDC42EP2, CXCL2, FPR2, TREM1, MAFB, PAPSS2, CD300E, CXCL8, OLR1, LILRA5, ANPEP, CTSL, RETN, TNFAIP2, LILRB2, FPR1, ADGRE2, SLC11A1, LINC00877, AC005280.2, SMIM25, MS4A7, SERPINA1, NFAM1, EPB41L3, AC090559.1, CLEC4E, PILRA, LILRA1, TIMP1, DMXL2, LILRA2, CSF1R, HK3, IRAK3, S100A9, VCAN, CFP, MYOF","",0,6,0
"15","GammaDelta_T","TRDC, TRGC1, TRGC2, CD3D, CD3E","TNFAIP6, AQP9, EREG, C5AR1, G0S2, APOBEC3A, LIPN, IL1B, IL1RN, FCAR, CXCL3, CDC42EP2, CXCL2, FPR2, TREM1, MAFB, PAPSS2, CD300E, CXCL8, OLR1, LILRA5, ANPEP, CTSL, RETN, TNFAIP2, LILRB2, FPR1, ADGRE2, SLC11A1, LINC00877, AC005280.2, SMIM25, MS4A7, SERPINA1, NFAM1, EPB41L3, AC090559.1, CLEC4E, PILRA, LILRA1, TIMP1, DMXL2, LILRA2, CSF1R, HK3, IRAK3, S100A9, VCAN, CFP, MYOF","",0,5,0
"15","B_Cell","CD19, MS4A1, CD79A, CD74, HLA-DRA, CD22","TNFAIP6, AQP9, EREG, C5AR1, G0S2, APOBEC3A, LIPN, IL1B, IL1RN, FCAR, CXCL3, CDC42EP2, CXCL2, FPR2, TREM1, MAFB, PAPSS2, CD300E, CXCL8, OLR1, LILRA5, ANPEP, CTSL, RETN, TNFAIP2, LILRB2, FPR1, ADGRE2, SLC11A1, LINC00877, AC005280.2, SMIM25, MS4A7, SERPINA1, NFAM1, EPB41L3, AC090559.1, CLEC4E, PILRA, LILRA1, TIMP1, DMXL2, LILRA2, CSF1R, HK3, IRAK3, S100A9, VCAN, CFP, MYOF","",0,6,0
"15","Plasma_Cell","MZB1, JCHAIN, SDC1, TNFRSF17, DERL3, IGHG1, IGHG3, IGHG4","TNFAIP6, AQP9, EREG, C5AR1, G0S2, APOBEC3A, LIPN, IL1B, IL1RN, FCAR, CXCL3, CDC42EP2, CXCL2, FPR2, TREM1, MAFB, PAPSS2, CD300E, CXCL8, OLR1, LILRA5, ANPEP, CTSL, RETN, TNFAIP2, LILRB2, FPR1, ADGRE2, SLC11A1, LINC00877, AC005280.2, SMIM25, MS4A7, SERPINA1, NFAM1, EPB41L3, AC090559.1, CLEC4E, PILRA, LILRA1, TIMP1, DMXL2, LILRA2, CSF1R, HK3, IRAK3, S100A9, VCAN, CFP, MYOF","",0,8,0
"15","Monocyte_Myeloid","LYZ, S100A8, S100A9, CTSS, FCN1, CTSD, LGALS3, FCGR3A, CD14, TREM1","TNFAIP6, AQP9, EREG, C5AR1, G0S2, APOBEC3A, LIPN, IL1B, IL1RN, FCAR, CXCL3, CDC42EP2, CXCL2, FPR2, TREM1, MAFB, PAPSS2, CD300E, CXCL8, OLR1, LILRA5, ANPEP, CTSL, RETN, TNFAIP2, LILRB2, FPR1, ADGRE2, SLC11A1, LINC00877, AC005280.2, SMIM25, MS4A7, SERPINA1, NFAM1, EPB41L3, AC090559.1, CLEC4E, PILRA, LILRA1, TIMP1, DMXL2, LILRA2, CSF1R, HK3, IRAK3, S100A9, VCAN, CFP, MYOF","TREM1, S100A9",2,10,0.2
"15","Macrophage","LYZ, C1QA, C1QB, C1QC, APOE, TREM2, CD68, MSR1","TNFAIP6, AQP9, EREG, C5AR1, G0S2, APOBEC3A, LIPN, IL1B, IL1RN, FCAR, CXCL3, CDC42EP2, CXCL2, FPR2, TREM1, MAFB, PAPSS2, CD300E, CXCL8, OLR1, LILRA5, ANPEP, CTSL, RETN, TNFAIP2, LILRB2, FPR1, ADGRE2, SLC11A1, LINC00877, AC005280.2, SMIM25, MS4A7, SERPINA1, NFAM1, EPB41L3, AC090559.1, CLEC4E, PILRA, LILRA1, TIMP1, DMXL2, LILRA2, CSF1R, HK3, IRAK3, S100A9, VCAN, CFP, MYOF","",0,8,0
"15","Dendritic_Cell","FCER1A, CST3, CLEC10A, CD1C, HLA-DRA, FCER1G","TNFAIP6, AQP9, EREG, C5AR1, G0S2, APOBEC3A, LIPN, IL1B, IL1RN, FCAR, CXCL3, CDC42EP2, CXCL2, FPR2, TREM1, MAFB, PAPSS2, CD300E, CXCL8, OLR1, LILRA5, ANPEP, CTSL, RETN, TNFAIP2, LILRB2, FPR1, ADGRE2, SLC11A1, LINC00877, AC005280.2, SMIM25, MS4A7, SERPINA1, NFAM1, EPB41L3, AC090559.1, CLEC4E, PILRA, LILRA1, TIMP1, DMXL2, LILRA2, CSF1R, HK3, IRAK3, S100A9, VCAN, CFP, MYOF","",0,6,0
"15","pDC","CLEC4C, IRF7, TCF4, LILRA4, PTCRA","TNFAIP6, AQP9, EREG, C5AR1, G0S2, APOBEC3A, LIPN, IL1B, IL1RN, FCAR, CXCL3, CDC42EP2, CXCL2, FPR2, TREM1, MAFB, PAPSS2, CD300E, CXCL8, OLR1, LILRA5, ANPEP, CTSL, RETN, TNFAIP2, LILRB2, FPR1, ADGRE2, SLC11A1, LINC00877, AC005280.2, SMIM25, MS4A7, SERPINA1, NFAM1, EPB41L3, AC090559.1, CLEC4E, PILRA, LILRA1, TIMP1, DMXL2, LILRA2, CSF1R, HK3, IRAK3, S100A9, VCAN, CFP, MYOF","",0,5,0
"16","T_Cell","CD3D, CD3E, CD3G, TRBC1, TRBC2","TMEM176A, TMEM176B, S100A8, ASGR1, LMO2, RBP7, CSTA, S100A12, CDA, KCTD12, BST1, CD36, VCAN, FCN1, S100A9, CSF3R, PRAM1, CFD, HK3, CD14, CLEC4A, MNDA, CD33, SMIM25, PLBD1, LYZ, SLC7A7, HNMT, RAB32, NCF2, LGALS2, CD302, FPR1, SERPINA1, C19orf38, DMXL2, AIF1, PILRA, CLEC7A, MPEG1, RGS18, CLEC12A, IGSF6, SPI1, CFP, TNFAIP2, LST1, IFNGR2, LILRB2, SLC11A1","",0,5,0
"16","CD8_T","CD8A, CD8B, CD3D, CD3E, TRBC1, TRBC2","TMEM176A, TMEM176B, S100A8, ASGR1, LMO2, RBP7, CSTA, S100A12, CDA, KCTD12, BST1, CD36, VCAN, FCN1, S100A9, CSF3R, PRAM1, CFD, HK3, CD14, CLEC4A, MNDA, CD33, SMIM25, PLBD1, LYZ, SLC7A7, HNMT, RAB32, NCF2, LGALS2, CD302, FPR1, SERPINA1, C19orf38, DMXL2, AIF1, PILRA, CLEC7A, MPEG1, RGS18, CLEC12A, IGSF6, SPI1, CFP, TNFAIP2, LST1, IFNGR2, LILRB2, SLC11A1","",0,6,0
"16","CD4_T","CD4, IL7R, LTB, CCR7, SELL","TMEM176A, TMEM176B, S100A8, ASGR1, LMO2, RBP7, CSTA, S100A12, CDA, KCTD12, BST1, CD36, VCAN, FCN1, S100A9, CSF3R, PRAM1, CFD, HK3, CD14, CLEC4A, MNDA, CD33, SMIM25, PLBD1, LYZ, SLC7A7, HNMT, RAB32, NCF2, LGALS2, CD302, FPR1, SERPINA1, C19orf38, DMXL2, AIF1, PILRA, CLEC7A, MPEG1, RGS18, CLEC12A, IGSF6, SPI1, CFP, TNFAIP2, LST1, IFNGR2, LILRB2, SLC11A1","",0,5,0
"16","Treg","FOXP3, IL7R, CTLA4, IL2RA, TNFRSF18, TNFRSF4, CCR8","TMEM176A, TMEM176B, S100A8, ASGR1, LMO2, RBP7, CSTA, S100A12, CDA, KCTD12, BST1, CD36, VCAN, FCN1, S100A9, CSF3R, PRAM1, CFD, HK3, CD14, CLEC4A, MNDA, CD33, SMIM25, PLBD1, LYZ, SLC7A7, HNMT, RAB32, NCF2, LGALS2, CD302, FPR1, SERPINA1, C19orf38, DMXL2, AIF1, PILRA, CLEC7A, MPEG1, RGS18, CLEC12A, IGSF6, SPI1, CFP, TNFAIP2, LST1, IFNGR2, LILRB2, SLC11A1","",0,7,0
"16","NK","NKG7, GNLY, FCGR3A, KLRD1, XCL1, XCL2","TMEM176A, TMEM176B, S100A8, ASGR1, LMO2, RBP7, CSTA, S100A12, CDA, KCTD12, BST1, CD36, VCAN, FCN1, S100A9, CSF3R, PRAM1, CFD, HK3, CD14, CLEC4A, MNDA, CD33, SMIM25, PLBD1, LYZ, SLC7A7, HNMT, RAB32, NCF2, LGALS2, CD302, FPR1, SERPINA1, C19orf38, DMXL2, AIF1, PILRA, CLEC7A, MPEG1, RGS18, CLEC12A, IGSF6, SPI1, CFP, TNFAIP2, LST1, IFNGR2, LILRB2, SLC11A1","",0,6,0
"16","MAIT","TRAV1-2, SLC4A10, KLRB1, IL23R, CCL20, DPP4","TMEM176A, TMEM176B, S100A8, ASGR1, LMO2, RBP7, CSTA, S100A12, CDA, KCTD12, BST1, CD36, VCAN, FCN1, S100A9, CSF3R, PRAM1, CFD, HK3, CD14, CLEC4A, MNDA, CD33, SMIM25, PLBD1, LYZ, SLC7A7, HNMT, RAB32, NCF2, LGALS2, CD302, FPR1, SERPINA1, C19orf38, DMXL2, AIF1, PILRA, CLEC7A, MPEG1, RGS18, CLEC12A, IGSF6, SPI1, CFP, TNFAIP2, LST1, IFNGR2, LILRB2, SLC11A1","",0,6,0
"16","GammaDelta_T","TRDC, TRGC1, TRGC2, CD3D, CD3E","TMEM176A, TMEM176B, S100A8, ASGR1, LMO2, RBP7, CSTA, S100A12, CDA, KCTD12, BST1, CD36, VCAN, FCN1, S100A9, CSF3R, PRAM1, CFD, HK3, CD14, CLEC4A, MNDA, CD33, SMIM25, PLBD1, LYZ, SLC7A7, HNMT, RAB32, NCF2, LGALS2, CD302, FPR1, SERPINA1, C19orf38, DMXL2, AIF1, PILRA, CLEC7A, MPEG1, RGS18, CLEC12A, IGSF6, SPI1, CFP, TNFAIP2, LST1, IFNGR2, LILRB2, SLC11A1","",0,5,0
"16","B_Cell","CD19, MS4A1, CD79A, CD74, HLA-DRA, CD22","TMEM176A, TMEM176B, S100A8, ASGR1, LMO2, RBP7, CSTA, S100A12, CDA, KCTD12, BST1, CD36, VCAN, FCN1, S100A9, CSF3R, PRAM1, CFD, HK3, CD14, CLEC4A, MNDA, CD33, SMIM25, PLBD1, LYZ, SLC7A7, HNMT, RAB32, NCF2, LGALS2, CD302, FPR1, SERPINA1, C19orf38, DMXL2, AIF1, PILRA, CLEC7A, MPEG1, RGS18, CLEC12A, IGSF6, SPI1, CFP, TNFAIP2, LST1, IFNGR2, LILRB2, SLC11A1","",0,6,0
"16","Plasma_Cell","MZB1, JCHAIN, SDC1, TNFRSF17, DERL3, IGHG1, IGHG3, IGHG4","TMEM176A, TMEM176B, S100A8, ASGR1, LMO2, RBP7, CSTA, S100A12, CDA, KCTD12, BST1, CD36, VCAN, FCN1, S100A9, CSF3R, PRAM1, CFD, HK3, CD14, CLEC4A, MNDA, CD33, SMIM25, PLBD1, LYZ, SLC7A7, HNMT, RAB32, NCF2, LGALS2, CD302, FPR1, SERPINA1, C19orf38, DMXL2, AIF1, PILRA, CLEC7A, MPEG1, RGS18, CLEC12A, IGSF6, SPI1, CFP, TNFAIP2, LST1, IFNGR2, LILRB2, SLC11A1","",0,8,0
"16","Monocyte_Myeloid","LYZ, S100A8, S100A9, CTSS, FCN1, CTSD, LGALS3, FCGR3A, CD14, TREM1","TMEM176A, TMEM176B, S100A8, ASGR1, LMO2, RBP7, CSTA, S100A12, CDA, KCTD12, BST1, CD36, VCAN, FCN1, S100A9, CSF3R, PRAM1, CFD, HK3, CD14, CLEC4A, MNDA, CD33, SMIM25, PLBD1, LYZ, SLC7A7, HNMT, RAB32, NCF2, LGALS2, CD302, FPR1, SERPINA1, C19orf38, DMXL2, AIF1, PILRA, CLEC7A, MPEG1, RGS18, CLEC12A, IGSF6, SPI1, CFP, TNFAIP2, LST1, IFNGR2, LILRB2, SLC11A1","S100A8, FCN1, S100A9, CD14, LYZ",5,10,0.5
"16","Macrophage","LYZ, C1QA, C1QB, C1QC, APOE, TREM2, CD68, MSR1","TMEM176A, TMEM176B, S100A8, ASGR1, LMO2, RBP7, CSTA, S100A12, CDA, KCTD12, BST1, CD36, VCAN, FCN1, S100A9, CSF3R, PRAM1, CFD, HK3, CD14, CLEC4A, MNDA, CD33, SMIM25, PLBD1, LYZ, SLC7A7, HNMT, RAB32, NCF2, LGALS2, CD302, FPR1, SERPINA1, C19orf38, DMXL2, AIF1, PILRA, CLEC7A, MPEG1, RGS18, CLEC12A, IGSF6, SPI1, CFP, TNFAIP2, LST1, IFNGR2, LILRB2, SLC11A1","LYZ",1,8,0.125
"16","Dendritic_Cell","FCER1A, CST3, CLEC10A, CD1C, HLA-DRA, FCER1G","TMEM176A, TMEM176B, S100A8, ASGR1, LMO2, RBP7, CSTA, S100A12, CDA, KCTD12, BST1, CD36, VCAN, FCN1, S100A9, CSF3R, PRAM1, CFD, HK3, CD14, CLEC4A, MNDA, CD33, SMIM25, PLBD1, LYZ, SLC7A7, HNMT, RAB32, NCF2, LGALS2, CD302, FPR1, SERPINA1, C19orf38, DMXL2, AIF1, PILRA, CLEC7A, MPEG1, RGS18, CLEC12A, IGSF6, SPI1, CFP, TNFAIP2, LST1, IFNGR2, LILRB2, SLC11A1","",0,6,0
"16","pDC","CLEC4C, IRF7, TCF4, LILRA4, PTCRA","TMEM176A, TMEM176B, S100A8, ASGR1, LMO2, RBP7, CSTA, S100A12, CDA, KCTD12, BST1, CD36, VCAN, FCN1, S100A9, CSF3R, PRAM1, CFD, HK3, CD14, CLEC4A, MNDA, CD33, SMIM25, PLBD1, LYZ, SLC7A7, HNMT, RAB32, NCF2, LGALS2, CD302, FPR1, SERPINA1, C19orf38, DMXL2, AIF1, PILRA, CLEC7A, MPEG1, RGS18, CLEC12A, IGSF6, SPI1, CFP, TNFAIP2, LST1, IFNGR2, LILRB2, SLC11A1","",0,5,0
"17","T_Cell","CD3D, CD3E, CD3G, TRBC1, TRBC2","CD1E, IDO1, C1QC, RAB7B, FPR3, C1QB, C1QA, CLIC2, CLEC10A, VSIG4, FCER1A, CYP2S1, SDS, APOC1, CD1C, A2M, AXL, PKIB, FLT3, CPVL, DNASE1L3, ENHO, CST3, IL1R2, MSR1, CSF2RA, C1orf54, IL13RA1, STARD8, RTN1, PXDC1, LGMN, SHTN1, OLR1, KLF4, HLA-DQB2, GPR157, PID1, CD163, LGALS2, SLC8A1, CREB5, ALDH2, CALCRL, CXCL8, PAPSS2, AC090559.1, MS4A6A, LPCAT2, VMO1","",0,5,0
"17","CD8_T","CD8A, CD8B, CD3D, CD3E, TRBC1, TRBC2","CD1E, IDO1, C1QC, RAB7B, FPR3, C1QB, C1QA, CLIC2, CLEC10A, VSIG4, FCER1A, CYP2S1, SDS, APOC1, CD1C, A2M, AXL, PKIB, FLT3, CPVL, DNASE1L3, ENHO, CST3, IL1R2, MSR1, CSF2RA, C1orf54, IL13RA1, STARD8, RTN1, PXDC1, LGMN, SHTN1, OLR1, KLF4, HLA-DQB2, GPR157, PID1, CD163, LGALS2, SLC8A1, CREB5, ALDH2, CALCRL, CXCL8, PAPSS2, AC090559.1, MS4A6A, LPCAT2, VMO1","",0,6,0
"17","CD4_T","CD4, IL7R, LTB, CCR7, SELL","CD1E, IDO1, C1QC, RAB7B, FPR3, C1QB, C1QA, CLIC2, CLEC10A, VSIG4, FCER1A, CYP2S1, SDS, APOC1, CD1C, A2M, AXL, PKIB, FLT3, CPVL, DNASE1L3, ENHO, CST3, IL1R2, MSR1, CSF2RA, C1orf54, IL13RA1, STARD8, RTN1, PXDC1, LGMN, SHTN1, OLR1, KLF4, HLA-DQB2, GPR157, PID1, CD163, LGALS2, SLC8A1, CREB5, ALDH2, CALCRL, CXCL8, PAPSS2, AC090559.1, MS4A6A, LPCAT2, VMO1","",0,5,0
"17","Treg","FOXP3, IL7R, CTLA4, IL2RA, TNFRSF18, TNFRSF4, CCR8","CD1E, IDO1, C1QC, RAB7B, FPR3, C1QB, C1QA, CLIC2, CLEC10A, VSIG4, FCER1A, CYP2S1, SDS, APOC1, CD1C, A2M, AXL, PKIB, FLT3, CPVL, DNASE1L3, ENHO, CST3, IL1R2, MSR1, CSF2RA, C1orf54, IL13RA1, STARD8, RTN1, PXDC1, LGMN, SHTN1, OLR1, KLF4, HLA-DQB2, GPR157, PID1, CD163, LGALS2, SLC8A1, CREB5, ALDH2, CALCRL, CXCL8, PAPSS2, AC090559.1, MS4A6A, LPCAT2, VMO1","",0,7,0
"17","NK","NKG7, GNLY, FCGR3A, KLRD1, XCL1, XCL2","CD1E, IDO1, C1QC, RAB7B, FPR3, C1QB, C1QA, CLIC2, CLEC10A, VSIG4, FCER1A, CYP2S1, SDS, APOC1, CD1C, A2M, AXL, PKIB, FLT3, CPVL, DNASE1L3, ENHO, CST3, IL1R2, MSR1, CSF2RA, C1orf54, IL13RA1, STARD8, RTN1, PXDC1, LGMN, SHTN1, OLR1, KLF4, HLA-DQB2, GPR157, PID1, CD163, LGALS2, SLC8A1, CREB5, ALDH2, CALCRL, CXCL8, PAPSS2, AC090559.1, MS4A6A, LPCAT2, VMO1","",0,6,0
"17","MAIT","TRAV1-2, SLC4A10, KLRB1, IL23R, CCL20, DPP4","CD1E, IDO1, C1QC, RAB7B, FPR3, C1QB, C1QA, CLIC2, CLEC10A, VSIG4, FCER1A, CYP2S1, SDS, APOC1, CD1C, A2M, AXL, PKIB, FLT3, CPVL, DNASE1L3, ENHO, CST3, IL1R2, MSR1, CSF2RA, C1orf54, IL13RA1, STARD8, RTN1, PXDC1, LGMN, SHTN1, OLR1, KLF4, HLA-DQB2, GPR157, PID1, CD163, LGALS2, SLC8A1, CREB5, ALDH2, CALCRL, CXCL8, PAPSS2, AC090559.1, MS4A6A, LPCAT2, VMO1","",0,6,0
