"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.25365164758332e-16,0.390033637203391,0.413,0.354,1.52914290086707e-11,"5","RPN1"
7.50940064699974e-16,0.369879075235628,0.42,0.36,1.83619864620438e-11,"5","DDX21"
7.99978362914921e-16,0.511704156342576,0.212,0.159,1.95610709299957e-11,"5","SLC1A5"
1.04634942985995e-15,0.348810339941849,0.401,0.339,2.55853362589356e-11,"5","NSD3"
1.12529376850557e-15,0.359633475170817,0.454,0.397,2.75156832274983e-11,"5","RUNX3"
1.27911525521193e-15,0.475105932955847,0.316,0.261,3.12769262204421e-11,"5","CMTM6"
1.30945743630037e-15,0.31836031785127,0.481,0.42,3.20188532324167e-11,"5","SRSF10"
1.618392046907e-15,0.359606233351048,0.355,0.294,3.95729223309699e-11,"5","IKZF1"
1.66502890262128e-15,0.392140430330217,0.379,0.323,4.07132867268956e-11,"5","RPN2"
2.59920965481131e-15,0.525447023030193,0.246,0.193,6.35558744794462e-11,"5","MLEC"
2.93388754977643e-15,0.448874946084039,0.302,0.246,7.17394183671333e-11,"5","RAB14"
3.07574304943792e-15,0.49929313999304,0.309,0.255,7.52080690448561e-11,"5","TRAT1"
3.21774317230407e-15,0.37277864287988,0.444,0.386,7.86802560491791e-11,"5","CELF2"
3.8424755348035e-15,0.275428718434546,0.497,0.434,9.39562117770152e-11,"5","SF3B2"
4.27200295025359e-15,0.389616002544375,0.328,0.272,1.04459016139601e-10,"5","KIF5B"
5.68095976451552e-15,0.262509992604675,0.631,0.57,1.38910828161934e-10,"5","ITM2A"
6.92704258488516e-15,0.361418984060623,0.359,0.301,1.69380045285612e-10,"5","ZNF207"
7.72121952031189e-15,0.279232671383829,0.471,0.407,1.88799259710666e-10,"5","HERPUD1"
7.81547661548926e-15,0.476529352574884,0.24,0.187,1.91104034201943e-10,"5","SYNCRIP"
9.37826623083654e-15,0.532407584867901,0.217,0.167,2.29317365876415e-10,"5","SMNDC1"
9.5191791836666e-15,0.330569839262095,0.486,0.433,2.32762969399016e-10,"5","TAP1"
1.11692316498247e-14,0.52072817699139,0.21,0.16,2.73110052301512e-10,"5","SLC16A3"
1.16370471284658e-14,0.311662922192456,0.428,0.367,2.84549076385246e-10,"5","TPM4"
1.18737561070894e-14,0.447671803847561,0.241,0.188,2.90337084330551e-10,"5","FUBP1"
1.23662006851252e-14,0.453345209395979,0.223,0.171,3.02378339152681e-10,"5","CNOT1"
1.7677598046405e-14,0.425633898315452,0.29,0.236,4.32252627430694e-10,"5","WDR33"
3.20849414930398e-14,0.541107844497114,0.207,0.158,7.84540989387808e-10,"5","ARHGAP25"
3.229365866981e-14,0.450306825582181,0.215,0.165,7.89644541794195e-10,"5","DBF4"
3.80800035522907e-14,0.484212480593577,0.227,0.176,9.31132246860612e-10,"5","ERN1"
4.81101608079594e-14,0.451293532005934,0.29,0.237,1.17638965207622e-09,"5","MECP2"
5.91752338734205e-14,0.40029236581579,0.234,0.181,1.44695281867288e-09,"5","PTPN4"
6.80022994135976e-14,0.316087326018512,0.444,0.388,1.66279222526129e-09,"5","SH3KBP1"
1.06616968456596e-13,0.417018031831112,0.278,0.224,2.6069981127007e-09,"5","PHF1"
3.19056578665926e-13,0.420607239279543,0.267,0.215,7.80157146153922e-09,"5","GNAI3"
3.40252100405426e-13,0.410749007234901,0.288,0.235,8.31984435911347e-09,"5","PSIP1"
3.75254027417908e-13,0.371165142756189,0.357,0.303,9.17571147842269e-09,"5","CEBPZ"
4.64508033886379e-13,0.490928999196298,0.222,0.175,1.13581504445897e-08,"5","TGS1"
4.68582816313118e-13,0.413823410844135,0.262,0.211,1.14577870244884e-08,"5","ZNF800"
4.971407580437e-13,0.379021308469648,0.266,0.214,1.21560858156846e-08,"5","BNIP2"
5.25122122512387e-13,0.25984590673373,0.594,0.542,1.28402861396729e-08,"5","CD53"
6.82886432263055e-13,0.328814339768821,0.356,0.301,1.66979390416962e-08,"5","JMJD6"
7.05669011063259e-13,0.29690014554737,0.363,0.308,1.72550186585188e-08,"5","AKIRIN1"
1.12668361619795e-12,0.427901576674309,0.601,0.552,2.75496677832724e-08,"5","SAT1"
1.44157274216417e-12,0.3300407538633,0.347,0.294,3.52493366913982e-08,"5","NASP"
1.65482787628771e-12,0.481307536805911,0.202,0.156,4.04638512309871e-08,"5","LPIN2"
1.90523837302725e-12,0.269605709261269,0.534,0.48,4.65868886972623e-08,"5","SRRM1"
2.19086500645809e-12,0.334480240824429,0.285,0.232,5.35710311379132e-08,"5","MTPN"
2.43456081120877e-12,0.440736611547949,0.266,0.218,5.95298809556768e-08,"5","SSR1"
2.50024317887318e-12,0.401803224653205,0.215,0.168,6.11359462098069e-08,"5","UBN1"
2.69488923501913e-12,0.340128634331592,0.332,0.279,6.58954315746879e-08,"5","ZFAND5"
3.1585494589301e-12,0.455265048039377,0.21,0.164,7.72328513697587e-08,"5","AZIN1"
3.29586381394386e-12,0.38478418916934,0.222,0.174,8.05904619785552e-08,"5","TSPYL1"
3.6654220821055e-12,0.372099112324252,0.254,0.204,8.96269007516438e-08,"5","FXR1"
3.84310663636106e-12,0.482141240002264,0.205,0.161,9.39716434723006e-08,"5","NT5C3A"
3.93867719157164e-12,0.43473337929183,0.242,0.194,9.63085346883098e-08,"5","ERP44"
4.4329360278622e-12,0.318551913416646,0.333,0.277,1.08394151753287e-07,"5","SYNRG"
4.59436508755631e-12,0.495904300201731,0.217,0.172,1.12341415120927e-07,"5","BRD7"
5.02016905643539e-12,0.47095558275521,0.228,0.183,1.22753173767958e-07,"5","ARMCX3"
6.21094892038403e-12,0.443777991827176,0.251,0.205,1.5187012300123e-07,"5","LMAN1"
8.25849349271926e-12,0.436412050947549,0.202,0.157,2.01936682883971e-07,"5","SMC3"
8.69385511334764e-12,0.256884337901694,0.405,0.35,2.12582145231576e-07,"5","SF3A1"
1.20416942189171e-11,0.383215185852305,0.241,0.194,2.94443507040962e-07,"5","SDHA"
1.21684673492954e-11,0.31513772252934,0.566,0.516,2.97543363624971e-07,"5","PRF1"
1.3133059008873e-11,0.379160263470687,0.316,0.267,3.21129558884963e-07,"5","U2SURP"
1.44172053077563e-11,0.467863371589922,0.223,0.179,3.52529504185257e-07,"5","ANP32E"
2.28425856669498e-11,1.01763781091023,0.205,0.164,5.58546904728258e-07,"5","IL7R"
2.38561205003637e-11,0.327248875764802,0.354,0.306,5.83329858474892e-07,"5","HNRNPR"
2.61866830611918e-11,0.274420887387046,0.382,0.331,6.40316774212262e-07,"5","RASSF5"
3.10049675024306e-11,0.398985892707662,0.234,0.187,7.58133465369433e-07,"5","PPM1K"
3.17230244837602e-11,0.420166219550873,0.2,0.156,7.75691394676904e-07,"5","CDS2"
3.22777170900918e-11,0.455184750130278,0.225,0.182,7.89254738286925e-07,"5","TMX1"
3.52519746500176e-11,0.488948190648064,0.202,0.161,8.6198128414223e-07,"5","CDK5RAP3"
3.63038098894209e-11,0.424610998579976,0.205,0.162,8.87700759416119e-07,"5","NCOA4"
